"Ref_ID","Cross_Ref_ID","Data_source","Title","Authors","Abstract_old","Abstract","S_Ref_Year","Journal","Volume","Start_page","End_page","Address","PubMed_entry","PubMed","Exclude_analysis","WGS_WXS","Comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","Confirmation","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11"
1916,,"journal","TP53, p14ARF, p16INK4a and H-ras gene molecular analysis in intestinal-type adenocarcinoma of the nasal cavity and paranasal sinuses","net.sourceforge.jtds.jdbc.ClobImpl@33137f1a","net.sourceforge.jtds.jdbc.ClobImpl@34932f78","net.sourceforge.jtds.jdbc.ClobImpl@41a7914b",2003,"Int J Cancer",105,196,203,"net.sourceforge.jtds.jdbc.ClobImpl@302790a7","PM:12673679","12673679",false,"No","","fixed","DNA","DGGE","direct",false,false,false,false,true,true,true,true,false,false,false
1917,,"journal","Mutation analysis of CDP, TP53, and KRAS in uterine leiomyomas","net.sourceforge.jtds.jdbc.ClobImpl@1864d216","net.sourceforge.jtds.jdbc.ClobImpl@35a1c68d","net.sourceforge.jtds.jdbc.ClobImpl@48f134bb",2003,"Mol Carcinog",37,61,64,"net.sourceforge.jtds.jdbc.ClobImpl@445f27aa","PM:12766905","12766905",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1918,,"journal","TP53 mutations in early-stage ovarian carcinoma, relation to long-term survival","net.sourceforge.jtds.jdbc.ClobImpl@7a15a955","net.sourceforge.jtds.jdbc.ClobImpl@413b9d34","net.sourceforge.jtds.jdbc.ClobImpl@2e3d44",2004,"Br J Cancer",90,678,685,"net.sourceforge.jtds.jdbc.ClobImpl@3d71389c","PM:14760384","14760384",false,"No","Only mutations in exons 5-8 were sequenced","fixed","DNA","TTGE","direct",false,true,true,true,true,true,true,true,true,true,true
1919,,"journal","Human papillomavirus type 16 and TP53 mutation in oral cancer: matched analysis of the IARC multicenter study","net.sourceforge.jtds.jdbc.ClobImpl@6af97166","net.sourceforge.jtds.jdbc.ClobImpl@77369330","net.sourceforge.jtds.jdbc.ClobImpl@603448f",2004,"Cancer Res",64,468,471,"net.sourceforge.jtds.jdbc.ClobImpl@3282390b","PM:14744758","14744758",false,"No","additional data and annotations from authors","","DNA","DHPLC","direct",false,false,false,false,true,true,true,true,true,false,false
1920,,"journal","RAS, FLT3, and TP53 mutations in therapy-related myeloid malignancies with abnormalities of chromosomes 5 and 7","net.sourceforge.jtds.jdbc.ClobImpl@13511c7c","net.sourceforge.jtds.jdbc.ClobImpl@503da235","net.sourceforge.jtds.jdbc.ClobImpl@4c86a381",2004,"Genes Chromosomes Cancer",39,217,223,"net.sourceforge.jtds.jdbc.ClobImpl@6f6f817b","PM:14732923","14732923",false,"No","","","DNA","SSCP","cloned",false,false,false,false,true,true,true,true,false,false,false
1921,,"journal","Inhibition of mutant p53 expression and growth of DMS-153 small cell lung carcinoma by antagonists of growth hormone-releasing hormone and bombesin","net.sourceforge.jtds.jdbc.ClobImpl@7446d216","net.sourceforge.jtds.jdbc.ClobImpl@4957faa1","net.sourceforge.jtds.jdbc.ClobImpl@30b4c2a1",2003,"Proc Natl Acad Sci U S A",100,15836,15841,"net.sourceforge.jtds.jdbc.ClobImpl@2343f995","PM:14660794","14660794",false,"No","","fresh","RNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
1922,,"journal","Retention of the arginine allele in codon 72 of the p53 gene correlates with poor apoptosis in head and neck cancer","net.sourceforge.jtds.jdbc.ClobImpl@61d75989","net.sourceforge.jtds.jdbc.ClobImpl@17a335e0","net.sourceforge.jtds.jdbc.ClobImpl@1945c7f",2004,"Am J Pathol",164,1233,1241,"net.sourceforge.jtds.jdbc.ClobImpl@3da79289","PM:15039212","15039212",false,"No","","","DNA","none","direct",false,false,false,true,true,true,true,true,true,false,false
1923,,"journal","Characterization of p53 gene mutations in a Brazilian population with oral squamous cell carcinomas","net.sourceforge.jtds.jdbc.ClobImpl@66e79fa5","net.sourceforge.jtds.jdbc.ClobImpl@68e5aaac","net.sourceforge.jtds.jdbc.ClobImpl@4bb1746b",2004,"Int J Oncol",24,295,303,"net.sourceforge.jtds.jdbc.ClobImpl@4a83944e","PM:14719105","14719105",true,"No","","fixed/frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
1924,,"journal","Analysis of the p16INK4 and TP53 tumor suppressor genes in bone sarcoma pediatric patients","net.sourceforge.jtds.jdbc.ClobImpl@10c3300c","net.sourceforge.jtds.jdbc.ClobImpl@55364872","net.sourceforge.jtds.jdbc.ClobImpl@15e47c93",1997,"Cancer Genet Cytogenet",98,50,55,"net.sourceforge.jtds.jdbc.ClobImpl@4393ab85","PM:9309118","9309118",false,"No","","fixed/frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1925,,"journal","Genetic pathways to glioblastoma: a population-based study","net.sourceforge.jtds.jdbc.ClobImpl@4ad9a0ab","net.sourceforge.jtds.jdbc.ClobImpl@2d4b145a","net.sourceforge.jtds.jdbc.ClobImpl@1bfdf584",2004,"Cancer Res",64,6892,6899,"net.sourceforge.jtds.jdbc.ClobImpl@456caafd","PM:15466178","15466178",false,"No","","fixed","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
1926,,"journal","Population-based study on incidence, survival rates, and genetic alterations of low-grade diffuse astrocytomas and oligodendrogliomas","net.sourceforge.jtds.jdbc.ClobImpl@42b79603","net.sourceforge.jtds.jdbc.ClobImpl@372ba3cb","net.sourceforge.jtds.jdbc.ClobImpl@430e317f",2004,"Acta Neuropathol (Berl )",108,49,56,"net.sourceforge.jtds.jdbc.ClobImpl@639550a1","PM:15118874","15118874",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1927,,"journal","p53 analysis in gallbladder cancer: comparison of gene analysis versus immunohistochemistry","net.sourceforge.jtds.jdbc.ClobImpl@1decd55e","net.sourceforge.jtds.jdbc.ClobImpl@773318d3","net.sourceforge.jtds.jdbc.ClobImpl@45044a83",2004,"Anticancer Res",24,1201,1206,"net.sourceforge.jtds.jdbc.ClobImpl@cdd0ada","PM:15154647","15154647",false,"No","","fixed","DNA","none","direct",false,true,true,true,true,true,true,true,true,true,false
1928,1848,"journal","Characterisation of TP53 abnormalities in chronic lymphocytic leukaemia","net.sourceforge.jtds.jdbc.ClobImpl@77e0783a","net.sourceforge.jtds.jdbc.ClobImpl@187a1395","net.sourceforge.jtds.jdbc.ClobImpl@7f4d024b",2004,"Hematol J",5,47,54,"net.sourceforge.jtds.jdbc.ClobImpl@1ba24ca2","PM:14745430","14745430",false,"No","","fresh","DNA","IHC/FISH","direct",false,false,false,true,true,true,true,true,true,false,false
1929,,"journal","TP53 mutations in squamous-cell carcinomas of the conjunctiva: evidence for UV-induced mutagenesis","net.sourceforge.jtds.jdbc.ClobImpl@6f77d644","net.sourceforge.jtds.jdbc.ClobImpl@27d98684","net.sourceforge.jtds.jdbc.ClobImpl@3011876e",2004,"Mutagenesis",19,399,401,"net.sourceforge.jtds.jdbc.ClobImpl@395f0a92","PM:15388813","15388813",false,"No","","frozen","DNA","DHPLC","direct",false,false,false,false,true,true,true,true,true,false,false
1930,,"journal","High frequency of G/C transversion on p53 gene alterations in breast cancers from Taiwan","net.sourceforge.jtds.jdbc.ClobImpl@684b3e0b","net.sourceforge.jtds.jdbc.ClobImpl@34d6820","net.sourceforge.jtds.jdbc.ClobImpl@3f5bb5d0",2004,"Cancer Lett",207,59,67,"net.sourceforge.jtds.jdbc.ClobImpl@7e912333","PM:15050734","15050734",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1931,,"journal","Age-dependent prognostic effects of genetic alterations in glioblastoma","net.sourceforge.jtds.jdbc.ClobImpl@4f9be18c","net.sourceforge.jtds.jdbc.ClobImpl@27ff8c37","net.sourceforge.jtds.jdbc.ClobImpl@45e8482d",2004,"Clin Cancer Res",10,228,233,"net.sourceforge.jtds.jdbc.ClobImpl@32176318","PM:14734474","14734474",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1932,1548,"journal","p53 is an independent pre-treatment markers for long-term survival in stage II and III colorectal cancers: an analysis of interaction between genetic markers and fluorouracil-based adjuvant therapy","net.sourceforge.jtds.jdbc.ClobImpl@22106357","net.sourceforge.jtds.jdbc.ClobImpl@7955cd16","net.sourceforge.jtds.jdbc.ClobImpl@7e7b5b31",2004,"Cancer Lett",210,101,109,"net.sourceforge.jtds.jdbc.ClobImpl@777df845","PM:15172127","15172127",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
1933,,"journal","Impact of GSTT1, GSTM1, GSTP1 and NAT2 genotypes on KRAS2 and TP53 gene mutations in colorectal cancer","net.sourceforge.jtds.jdbc.ClobImpl@56d62726","net.sourceforge.jtds.jdbc.ClobImpl@1bc7d97","net.sourceforge.jtds.jdbc.ClobImpl@25ba1c42",2004,"Int J Cancer",110,183,187,"net.sourceforge.jtds.jdbc.ClobImpl@3d9d7760","PM:15069679","15069679",false,"No","","frozen","DNA","DHPLC","direct",false,false,false,true,true,true,true,true,false,false,false
1934,,"journal","Alterations of the K-ras and p53 genes and microsatellite instability in sporadic colorectal carcinomas","net.sourceforge.jtds.jdbc.ClobImpl@5a1598e2","net.sourceforge.jtds.jdbc.ClobImpl@382716f2","net.sourceforge.jtds.jdbc.ClobImpl@4d8a55b8",2004,"Anticancer Res",24,2047,2052,"net.sourceforge.jtds.jdbc.ClobImpl@1bfa0d1e","PM:15274399","15274399",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1935,,"journal","Humoral response to p53 is associated with conserved domains II and IV mutations in human colorectal cancer: a case-control study in Taiwan","net.sourceforge.jtds.jdbc.ClobImpl@6d5e540b","net.sourceforge.jtds.jdbc.ClobImpl@6d4e4fd4","net.sourceforge.jtds.jdbc.ClobImpl@7276e050",2004,"Oncol Rep",12,1045,1051,"net.sourceforge.jtds.jdbc.ClobImpl@392f91fd","PM:15492791","15492791",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
1936,,"journal","Endothelial markers and circulating angiogenic factors and p53 may be potential markers for recurrence in surgically resected non-small cell lung cancer patients","net.sourceforge.jtds.jdbc.ClobImpl@264e64df","net.sourceforge.jtds.jdbc.ClobImpl@39e1af2d","net.sourceforge.jtds.jdbc.ClobImpl@7cd0bc21",2004,"Med Sci Monit",10,,,"net.sourceforge.jtds.jdbc.ClobImpl@39356a3f","PM:15328478","15328478",false,"No","","frozen","RNA","none","direct",false,false,false,true,true,true,true,true,true,false,false
1937,,"journal","Mutational analysis of OGG1, MYH, MTH1 in FAP, HNPCC and sporadic colorectal cancer patients: R154H OGG1 polymorphism is associated with sporadic colorectal cancer patients","net.sourceforge.jtds.jdbc.ClobImpl@6c88995a","net.sourceforge.jtds.jdbc.ClobImpl@5824db21","net.sourceforge.jtds.jdbc.ClobImpl@21ec45b0",2004,"Hum Genet",115,498,503,"net.sourceforge.jtds.jdbc.ClobImpl@331ab720","PM:15449173","15449173",false,"No","","frozen","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1938,840,"journal","The combination of p53 mutation and neu/erbB-2 amplification is associated with poor survival in node-negative breast cancer","net.sourceforge.jtds.jdbc.ClobImpl@1bf0aa50","net.sourceforge.jtds.jdbc.ClobImpl@65f387dc","net.sourceforge.jtds.jdbc.ClobImpl@26719f17",2004,"J Clin Oncol",22,86,96,"net.sourceforge.jtds.jdbc.ClobImpl@40b49f4e","PM:14701769","14701769",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,true,false
1939,,"journal","Evaluation of oligonucleotide arrays for sequencing of the p53 gene in DNA from formalin-fixed, paraffin-embedded breast cancer specimens","net.sourceforge.jtds.jdbc.ClobImpl@5e880f22","net.sourceforge.jtds.jdbc.ClobImpl@273cae48","net.sourceforge.jtds.jdbc.ClobImpl@d9f049f",2004,"Clin Chem",50,500,508,"net.sourceforge.jtds.jdbc.ClobImpl@69b5a48d","PM:14726466","14726466",false,"No","","fixed","DNA","none/AmpliChip","direct",false,true,true,true,true,true,true,true,true,true,true
1940,1940,"journal","P53 and K-ras mutations are frequent events in microscopically negative surgical margins from patients with nonsmall cell lung carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@775a4786","net.sourceforge.jtds.jdbc.ClobImpl@35d6e9cb","net.sourceforge.jtds.jdbc.ClobImpl@4098b812",2004,"Cancer",100,1951,1960,"net.sourceforge.jtds.jdbc.ClobImpl@4cded40","PM:15112277","15112277",false,"No","See also ref 2336","fixed/frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1941,1941,"journal","Mutation and expression of the TP53 gene in early stage epithelial ovarian carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@210eec28","net.sourceforge.jtds.jdbc.ClobImpl@2394c173","net.sourceforge.jtds.jdbc.ClobImpl@2649b53b",2004,"Gynecol Oncol",93,301,306,"net.sourceforge.jtds.jdbc.ClobImpl@4d05eb5f","PM:15099937","15099937",false,"No","","fixed","DNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
1942,1941,"journal","Clinicopathologic analysis of early-stage sporadic ovarian carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@1b3c217b","net.sourceforge.jtds.jdbc.ClobImpl@1e26e436","net.sourceforge.jtds.jdbc.ClobImpl@752d7aa4",2004,"Am J Surg Pathol",28,147,159,"net.sourceforge.jtds.jdbc.ClobImpl@1710384d","PM:15043303","15043303",false,"No","","fixed","DNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
1943,,"journal","The ultraviolet fingerprint dominates the mutational spectrum of the p53 and Ha-ras genes in psoralen + ultraviolet A keratoses from psoriasis patients","net.sourceforge.jtds.jdbc.ClobImpl@6dddf42d","net.sourceforge.jtds.jdbc.ClobImpl@4473baf4","net.sourceforge.jtds.jdbc.ClobImpl@5a951084",2004,"J Invest Dermatol",122,190,200,"net.sourceforge.jtds.jdbc.ClobImpl@4cd199cb","PM:14962108","14962108",false,"No","","fixed","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
1944,,"journal","Molecular characterization of uterine clear cell carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@4eaf60e0","net.sourceforge.jtds.jdbc.ClobImpl@17d2c7db","net.sourceforge.jtds.jdbc.ClobImpl@6531e495",2004,"Mod Pathol",17,530,537,"net.sourceforge.jtds.jdbc.ClobImpl@256e2639","PM:14976538","14976538",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1945,,"journal","Loss of p53 transcriptional activity in hepatocellular carcinoma evaluated by yeast-based functional assay: comparison with p53 immunohistochemistry","net.sourceforge.jtds.jdbc.ClobImpl@1073fa14","net.sourceforge.jtds.jdbc.ClobImpl@111e0bde","net.sourceforge.jtds.jdbc.ClobImpl@7b614024",2004,"Hum Pathol",35,350,356,"net.sourceforge.jtds.jdbc.ClobImpl@2feaee9f","PM:15017592","15017592",false,"No","","frozen","RNA","FASAY","cloned",false,true,true,true,true,true,true,true,true,true,true
1946,,"journal","Mutation and accumulation of p53 related to results of adjuvant therapy of postmenopausal breast cancer patients","net.sourceforge.jtds.jdbc.ClobImpl@20c6122c","net.sourceforge.jtds.jdbc.ClobImpl@41e7bd11","net.sourceforge.jtds.jdbc.ClobImpl@3076a569",2004,"Acta Oncol",43,235,244,"net.sourceforge.jtds.jdbc.ClobImpl@48902bee","PM:15244246","15244246",false,"No","","fresh","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1947,,"journal","Mutational spectra of p53 in geographically localized esophageal squamous cell carcinoma groups in China","net.sourceforge.jtds.jdbc.ClobImpl@585707a2","net.sourceforge.jtds.jdbc.ClobImpl@24a4268c","net.sourceforge.jtds.jdbc.ClobImpl@217c929c",2004,"Cancer",101,834,844,"net.sourceforge.jtds.jdbc.ClobImpl@687a1206","PM:15305417","15305417",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1948,,"journal","Clinical implications of p53 mutation analysis in bladder cancer tissue and urine sediment by functional assay in yeast","net.sourceforge.jtds.jdbc.ClobImpl@87062bc","net.sourceforge.jtds.jdbc.ClobImpl@de5b578","net.sourceforge.jtds.jdbc.ClobImpl@48482e2a",2004,"Carcinogenesis",25,2319,2323,"net.sourceforge.jtds.jdbc.ClobImpl@701aef07","PM:15308588","15308588",false,"No","","frozen","RNA","FASAY","cloned",false,true,true,true,true,true,true,true,true,true,true
1949,1949,"journal","Effect of the codon 72 polymorphism (c.215G>C, p.Arg72Pro) in combination with somatic sequence variants in the TP53 gene on survival in patients with advanced ovarian carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@7bf4163a","net.sourceforge.jtds.jdbc.ClobImpl@5b9a2249","net.sourceforge.jtds.jdbc.ClobImpl@52aa6e6e",2004,"Hum Mutat",24,21,34,"net.sourceforge.jtds.jdbc.ClobImpl@75efd1eb","PM:15221786","15221786",false,"No","See ref 2099","fixed/frozen","DNA","TTGE","direct",false,true,true,true,true,true,true,true,true,true,true
1950,,"journal","Genetic and immunophenotype analyses of TP53 in bladder cancer: TP53 alterations are associated with tumor progression","net.sourceforge.jtds.jdbc.ClobImpl@2e715caa","net.sourceforge.jtds.jdbc.ClobImpl@2473ab47","net.sourceforge.jtds.jdbc.ClobImpl@25ab68b9",2004,"Diagn Mol Pathol",13,217,223,"net.sourceforge.jtds.jdbc.ClobImpl@2ec0856e","PM:15538112","15538112",false,"No","","fixed","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
1951,,"journal","Hypermethylation of the DNA repair gene MGMT: association with TP53 G:C to A:T transitions in a series of 469 nervous system tumors","net.sourceforge.jtds.jdbc.ClobImpl@a701810","net.sourceforge.jtds.jdbc.ClobImpl@33e0a38a","net.sourceforge.jtds.jdbc.ClobImpl@4d70fbef",2004,"Mutat Res",554,23,32,"net.sourceforge.jtds.jdbc.ClobImpl@67b1fcda","PM:15450401","15450401",false,"No","","fixed/frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1952,,"journal","Clinicopathologic significance and prognostic value of chromosomal imbalances in diffuse large B-cell lymphomas","net.sourceforge.jtds.jdbc.ClobImpl@6d8bc8a4","net.sourceforge.jtds.jdbc.ClobImpl@5bc1ca6c","net.sourceforge.jtds.jdbc.ClobImpl@1124fd78",2004,"J Clin Oncol",22,3498,3506,"net.sourceforge.jtds.jdbc.ClobImpl@791b94aa","PM:15337798","15337798",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
1953,,"journal","Molecular detection of APC, K- ras, and p53 mutations in the serum of colorectal cancer patients as circulating biomarkers","net.sourceforge.jtds.jdbc.ClobImpl@4ae6adc5","net.sourceforge.jtds.jdbc.ClobImpl@1fa18c5f","net.sourceforge.jtds.jdbc.ClobImpl@29d87dee",2004,"World J Surg",28,721,726,"net.sourceforge.jtds.jdbc.ClobImpl@c4312bb","PM:15185002","15185002",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
1954,,"journal","Mutational analysis of BRAF in gallbladder carcinomas in association with K-ras and p53 mutations and microsatellite instability","net.sourceforge.jtds.jdbc.ClobImpl@73340e73","net.sourceforge.jtds.jdbc.ClobImpl@60e4b73e","net.sourceforge.jtds.jdbc.ClobImpl@ab981c1",2004,"Virchows Arch",445,179,182,"net.sourceforge.jtds.jdbc.ClobImpl@1efb9ce7","PM:15221372","15221372",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1955,,"journal","Lymphoepithelioma-like carcinoma of the bladder: three cases with clinicopathological and p53 protein expression study","net.sourceforge.jtds.jdbc.ClobImpl@4d6f5edd","net.sourceforge.jtds.jdbc.ClobImpl@8774d09","net.sourceforge.jtds.jdbc.ClobImpl@4e06724f",2004,"Virchows Arch",444,420,425,"net.sourceforge.jtds.jdbc.ClobImpl@c58d3cc","PM:15067546","15067546",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1956,,"journal","Detection and possible prognostic relevance of p53 gene mutations in diffuse large B-cell lymphoma. An analysis of 51 cases and review of the literature","net.sourceforge.jtds.jdbc.ClobImpl@3bf6ed2c","net.sourceforge.jtds.jdbc.ClobImpl@95be05e","net.sourceforge.jtds.jdbc.ClobImpl@74327f30",2004,"Leuk Lymphoma",45,2071,2078,"net.sourceforge.jtds.jdbc.ClobImpl@3ebe14c9","PM:15370252","15370252",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
1957,,"journal","[Molecular biological and immunohistochemical analysis of tp53 in human ameloblastomas]","net.sourceforge.jtds.jdbc.ClobImpl@322d11bf","net.sourceforge.jtds.jdbc.ClobImpl@64a24eb4","net.sourceforge.jtds.jdbc.ClobImpl@30e76ef",2004,"Mund Kiefer Gesichtschir",8,167,172,"net.sourceforge.jtds.jdbc.ClobImpl@4d58321b","PM:15138854","15138854",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1958,,"journal","Genetic analysis of radiation-associated rectal cancer","net.sourceforge.jtds.jdbc.ClobImpl@172272e6","net.sourceforge.jtds.jdbc.ClobImpl@61835958","net.sourceforge.jtds.jdbc.ClobImpl@114af289",2004,"J Gastroenterol",38,1185,1188,"net.sourceforge.jtds.jdbc.ClobImpl@1d0ec251","PM:14714259","14714259",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1959,,"journal","Metaplastic mammary carcinoma with osteoclast-like giant cells: identical point mutation of p53 gene only identified in both the intraductal and sarcomatous components","net.sourceforge.jtds.jdbc.ClobImpl@193f3654","net.sourceforge.jtds.jdbc.ClobImpl@628df5b2","net.sourceforge.jtds.jdbc.ClobImpl@24959dd0",2004,"Virchows Arch",444,194,197,"net.sourceforge.jtds.jdbc.ClobImpl@4fe2df59","PM:15046040","15046040",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1960,1785,"journal","Correlation between clinical characteristics and mitochondrial D-loop DNA mutations in hepatocellular carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@2f0fdd67","net.sourceforge.jtds.jdbc.ClobImpl@22228d51","net.sourceforge.jtds.jdbc.ClobImpl@2a51ffd8",2004,"J Gastroenterol",39,1063,1068,"net.sourceforge.jtds.jdbc.ClobImpl@7390e5dc","PM:15580399","15580399",false,"No","","frozen","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1961,,"journal","Relationship between genetic polymorphisms of drug-metabolizing enzymes (CYP1A1, CYP2E1, GSTM1, and NAT2), drinking habits, histological subtypes, and p53 gene point mutations in Japanese patients with gastric cancer","net.sourceforge.jtds.jdbc.ClobImpl@22a5ea2c","net.sourceforge.jtds.jdbc.ClobImpl@145bb32c","net.sourceforge.jtds.jdbc.ClobImpl@31d12140",2004,"J Gastroenterol",39,220,230,"net.sourceforge.jtds.jdbc.ClobImpl@459b9ca3","PM:15064998","15064998",false,"No","","","DNA","none","direct",false,false,false,false,true,true,true,true,true,false,false
1962,,"journal","TP53 in gastric cancer: mutations in the l3 loop and LSH motif DNA-binding domains of TP53 predict poor outcome","net.sourceforge.jtds.jdbc.ClobImpl@48e2fab6","net.sourceforge.jtds.jdbc.ClobImpl@1e9e255","net.sourceforge.jtds.jdbc.ClobImpl@398a0809",2004,"J Cell Physiol",200,476,485,"net.sourceforge.jtds.jdbc.ClobImpl@20edf51f","PM:15254976","15254976",false,"No","","fresh","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1963,1108,"journal","Laser pressure catapulting (LPC): optimization LPC-system and genotyping of colorectal carcinomas","net.sourceforge.jtds.jdbc.ClobImpl@7f858cfe","net.sourceforge.jtds.jdbc.ClobImpl@31b03211","net.sourceforge.jtds.jdbc.ClobImpl@5813ae6e",2005,"J Cell Physiol",202,503,509,"net.sourceforge.jtds.jdbc.ClobImpl@1719fd7e","PM:15316933","15316933",false,"No","See also ref 1964, 2186","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1964,1108,"journal","Heterogeneity within and between primary colorectal carcinomas and matched metastases as revealed by analysis of Ki-ras and p53 mutations","net.sourceforge.jtds.jdbc.ClobImpl@44a8711f","net.sourceforge.jtds.jdbc.ClobImpl@74b8f321","net.sourceforge.jtds.jdbc.ClobImpl@319d5306",2004,"Biochem Biophys Res Commun",325,784,791,"net.sourceforge.jtds.jdbc.ClobImpl@6937ba46","PM:15541358","15541358",false,"No","See also ref 1963, 2186","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1965,,"journal","Carcinogenesis of gastric endocrine cell carcinoma: analysis of histopathology and p53 gene alteration","net.sourceforge.jtds.jdbc.ClobImpl@6e900ef6","net.sourceforge.jtds.jdbc.ClobImpl@5d82d9fe","net.sourceforge.jtds.jdbc.ClobImpl@6dcb42b",2003,"Gastric Cancer",6,203,209,"net.sourceforge.jtds.jdbc.ClobImpl@526ddb3c","PM:14716513","14716513",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1966,,"journal","Low-level microsatellite instability phenotype in sporadic glioblastoma multiforme","net.sourceforge.jtds.jdbc.ClobImpl@3c648839","net.sourceforge.jtds.jdbc.ClobImpl@7762fb62","net.sourceforge.jtds.jdbc.ClobImpl@14fc7449",2005,"J Cancer Res Clin Oncol",131,87,93,"net.sourceforge.jtds.jdbc.ClobImpl@2874f9d1","PM:15672285","15672285",false,"No","","","DNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
1967,,"journal","Mutation of p53 in head and neck squamous cell carcinoma correlates with Bcl-2 expression and increased susceptibility to cisplatin-induced apoptosis","net.sourceforge.jtds.jdbc.ClobImpl@30c999a6","net.sourceforge.jtds.jdbc.ClobImpl@5090dd36","net.sourceforge.jtds.jdbc.ClobImpl@2739b551",2004,"Head Neck",26,870,877,"net.sourceforge.jtds.jdbc.ClobImpl@280c6a16","PM:15390206","15390206",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1968,,"journal","Chemosensitivity and radiosensitivity profiles of four new human epithelial ovarian cancer cell lines exhibiting genetic alterations in BRCA2, TGFbeta-RII, KRAS2, TP53 and/or CDNK2A","net.sourceforge.jtds.jdbc.ClobImpl@54f4c218","net.sourceforge.jtds.jdbc.ClobImpl@25bccdd","net.sourceforge.jtds.jdbc.ClobImpl@68a262fa",2004,"Cancer Chemother Pharmacol",54,497,504,"net.sourceforge.jtds.jdbc.ClobImpl@23b5e922","PM:15258697","15258697",false,"No","","","DNA","","",false,false,false,false,true,true,true,true,false,false,false
1969,1904,"journal","Association of p53 tumor suppressor gene with paraclinical and clinical modalities of gliomas patients in Malaysia","net.sourceforge.jtds.jdbc.ClobImpl@51230b4e","net.sourceforge.jtds.jdbc.ClobImpl@dc21893","net.sourceforge.jtds.jdbc.ClobImpl@760c0e63",2004,"Acta Neurochir (Wien )",146,595,601,"net.sourceforge.jtds.jdbc.ClobImpl@7a7c1579","PM:15168228","15168228",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
