"Prevalence_ID","Ref_ID","Topo_code","Morpho_ID","Sample_analyzed","Sample_mutated","Country_ID","Comment"
2018,2250,"C71",835,18,13,85,"Tumors with Alternative Lengthening of Telomeres"
2019,2250,"C71",835,59,7,85,"Tumors with none telomere maintenance mechanism"
2020,2251,"C22",137,55,26,7,""
2021,2252,"C34",103,73,29,24,""
2022,2253,"C50",3,11,8,54,""
2023,2254,"C18-C20",103,20,2,85,""
2024,2255,"C18",3,44,17,19,""
2025,2257,"C44",937,41,1,54,""
2026,2258,"C54",16,40,16,8,""
2027,2259,"C50",340,22,11,32,""
2028,2259,"C50",366,2,0,32,""
2029,2259,"C50",367,1,0,32,""
2030,2262,"C50",3,152,44,54,"advanced cases (stage IV or inoperable)"
2031,2263,"C50",16,18,8,21,""
2032,2264,"C64",222,46,11,85,""
2033,2264,"C64",190,9,1,85,""
2034,2264,"C64",213,19,1,85,""
2035,2264,"C64",208,18,0,85,""
2036,2265,"C56",16,169,91,54,""
2037,2265,"C48",16,15,10,54,""
2038,2265,"C57",16,4,2,54,"Tubal carcinomas"
2039,2266,"C20",16,23,11,6,""
2040,2266,"C18",16,25,4,6,""
2041,2267,"C34",16,24,6,54,"Never smokers"
2042,2268,"C50",3,186,45,36,""
2043,2272,"C50",16,162,32,15,""
2044,2273,"C77",924,82,16,85,""
2045,2252,"C34",53,63,37,24,""
2046,2252,"C34",21,13,4,24,""
2047,2278,"C16",103,17,6,16,""
2048,2281,"C18",3,100,48,50,""
2049,2281,"C20",3,53,29,50,""
2050,2282,"C18-C20",3,33,25,36,"Primary cancer from metastatic patients"
2051,2283,"C34",40,1,1,36,"Combined small cell carcinoma with pulmonary blastoma and papillary ADC"
2052,2284,"C15",53,52,42,36,"Some mutations are present in the adjacent dysplastic area, but not in the SCC"
2053,2289,"C42",1031,23,0,245,""
2054,2291,"C71",840,29,8,29,"Primary tumors"
2055,2291,"C71",840,7,3,29,"Recurrent tumors"
2056,2292,"C25",118,12,0,85,"Benign or uncertain behavior tumors"
2057,2292,"C25",119,10,1,85,""
2058,2293,"C18-C20",3,21,12,10,""
2059,11,"C47",891,7,2,85,""
2060,2294,"C44",937,37,1,16,"Initial stages (parapsoriasis)"
2061,2294,"C44",937,17,0,16,"Plaque stages"
2062,2294,"C44",937,4,0,16,"Tumour stages"
2064,2295,"C61",16,51,1,23,""
2065,2296,"C22",132,31,24,29,""
2066,2299,"C22",137,4,4,36,"HCV positive patients"
2067,2301,"C61",3,84,11,54,""
2068,2302,"C30",947,27,16,33,""
2069,2302,"C30",907,14,10,33,""
2070,2303,"C16",16,19,0,36,"Tumors with a high ""CpG Island Methylator Phenotype"""
2071,2303,"C16",16,59,19,36,"Tumors with a low or a negative ""CpG Island Methylator Phenotype"""
2072,2304,"C56",3,6,1,4,""
2073,2305,"C10",53,17,2,19,"HPV positive cases"
2074,2305,"C10",53,73,33,19,"HPV negative cases"
2075,2306,"C44",937,11,0,54,""
2076,2307,"C67",16,46,4,25,"primary and early stage cancers"
2077,2308,"C25",33,2,0,58,""
2078,2307,"C67",16,29,5,25,"recurrent and early stage cancers"
2079,2309,"C49",532,1,1,36,""
2080,2309,"C49",527,1,1,36,""
2081,2309,"C25",1056,1,0,36,""
2082,2310,"C22",132,36,22,6,""
2086,2311,"C25",103,44,12,8,""
2087,2311,"C25",103,44,16,54,""
2088,2312,"C71",814,11,3,25,"WHO grade II"
2089,2313,"C71",824,35,9,36,""
2090,2314,"C00-C14",53,45,5,32,"HPV positive cases"
2091,2314,"C00-C14",53,23,9,32,"HPV negative cases"
2092,2314,"C00-C14",1036,28,0,32,""
2093,2316,"C71",835,2,0,27,"WHO grade IV"
2094,2317,"C22",137,40,11,50,""
2095,1676,"C34",620,3,2,36,""
2096,2318,"C77",928,17,3,54,"DLBCL transformed from a follicular lymphoma"
2097,2318,"C77",928,6,3,54,"DLBCL transformed from a Malignant lymphoma, small B lymphocytic"
2098,2319,"C49",580,10,1,36,""
2099,2321,"C49",506,3,3,36,""
2100,2319,"C47",854,44,0,36,""
2101,2320,"C42",993,34,0,36,"MDS/AML patients with AML1 point mutation"
2102,2319,"C22",617,11,0,36,""
2103,2319,"C49",510,1,0,36,""
2104,2319,"C41",768,2,0,36,""
2105,2319,"C64",611,13,0,36,""
2106,2320,"C42",993,80,12,36,"MDS/AML patients without AML1 point mutation"
2107,2320,"C42",993,25,0,36,"CBF leukemia patients (8;21 translocation and inversion 16)"
2108,2322,"C18",3,21,4,54,""
2109,2324,"C18-C20",16,119,22,36,""
2110,2325,"C18",3,220,116,27,"stage III"
2111,2326,"C15",103,21,9,58,"ADC developed in a Barrett's esophagus"
2112,2326,"C15",1040,19,0,58,""
2113,2327,"C16",100,48,2,36,""
2114,2327,"C16",103,171,45,36,""
2115,2328,"C16",25,26,7,36,""
2116,2329,"C73-C75",100,30,0,12,"adenomatous goiter"
2117,2329,"C73-C75",233,20,1,12,""
2118,2329,"C73-C75",1047,20,0,12,"thyroiditis"
2119,2329,"C73-C75",208,19,0,12,"Hurtle adenoma"
2120,2329,"C73-C75",1047,22,0,12,"Graves disease"
2121,2329,"C73-C75",44,11,1,12,""
2122,2329,"C73-C75",235,17,0,12,""
2123,2329,"C73-C75",354,15,3,12,""
2124,2329,"C73-C75",26,11,5,12,""
2125,2331,"C56",304,64,33,36,""
2126,2331,"C56",264,18,8,36,""
2127,2331,"C56",213,9,1,36,""
2128,2331,"C56",333,5,0,36,""
2129,2332,"C16",103,38,23,16,"locally advanced ADC of the cardia"
2130,2333,"C44",1047,17,6,9,"actinic keratosis of Renal Transplants Recipients"
2131,2333,"C44",70,5,2,9,"Renal Transplants Recipients"
2132,2333,"C44",53,19,12,9,"Renal Transplants Recipients"
2133,2334,"C34",187,1,0,36,""
2134,2337,"C22",137,23,7,6,"HBV positive / HCV negative patients"
2135,2338,"C42",981,168,15,58,""
2136,2339,"C67",87,1,0,54,"Recurrent cases"
2137,2339,"C67",96,7,1,54,""
2138,2339,"C67",97,4,1,54,""
2139,2342,"C67",2,84,9,24,""
2140,356,"C74",255,5,0,85,""
2141,2343,"C42",983,14,6,85,""
2142,2344,"C34",3,38,12,54,""
2143,940,"C77",932,13,0,54,""
2144,940,"C77",924,14,2,54,""
2145,940,"C77",936,8,0,54,""
2146,940,"C77",906,5,2,54,"Post-transplantation related lymphomas"
2147,940,"C42",931,3,0,54,""
2148,940,"C77",930,2,2,54,"AIDS related, high grade Burkitt's-like lymphomas"
2149,940,"C77",930,2,2,54,""
2150,940,"C77",922,2,0,54,""
2151,940,"C77",939,10,0,54,""
2152,940,"C42",983,4,1,54,""
2153,940,"C77",950,2,0,54,""
2154,940,"C77",943,2,0,54,""
2155,940,"C42",1012,1,1,54,""
2156,1609,"C42",983,5,3,85,""
2157,1609,"C77",947,2,1,85,""
2158,2347,"C06",53,26,10,16,""
2159,2347,"C10",53,57,23,16,""
2160,2347,"C32",53,105,44,16,""
2161,2347,"C13",53,75,50,16,""
2163,1009,"C73",26,2,1,37,""
2164,1009,"C73",235,5,0,37,""
2165,1009,"C73",233,10,0,37,""
2166,1467,"C25",103,14,6,16,""
2167,2269,"C80",500,36,21,15,"Radiation-associated secondary cancers"
2168,2350,"C34",103,202,40,54,""
2169,2350,"C34",53,82,29,54,""
2170,2352,"C16",3,35,6,36,"MSI-H cases"
2171,2352,"C16",3,20,12,36,"MSI-L cases"
2172,2352,"C16",3,145,77,36,"MSS cases"
2173,2363,"C50",3,80,28,15,"non-inflammatory"
2175,2370,"C50",3,203,48,21,""
2176,2372,"C50",3,323,34,54,""
2177,2373,"C50",354,26,20,15,""
2178,2373,"C50",340,24,20,15,"basal-like cases"
2179,2374,"C50",3,43,33,54,"BRCA1/2 carriers"
2180,2374,"C50",3,175,74,54,"Sporadic cases"
2181,2376,"C34",3,58,33,50,""
2182,2377,"C34",41,30,6,28,"stages IA-B"
2183,2378,"C34",41,104,48,6,""
2184,2379,"C34",41,59,8,46,"Chinese cases"
2185,2380,"C34",36,3,1,21,""
2186,2383,"C34",41,397,111,4,""
2187,2384,"C34",41,34,3,28,""
2188,2386,"C38",656,40,0,8,""
2189,2387,"C53",53,43,5,8,""
2190,2387,"C53",62,38,0,8,""
2191,2388,"C53",53,25,3,36,""
2192,2389,"C18-C20",3,38,15,29,""
2193,2390,"C18-C20",103,43,14,28,"Stage I-II"
2194,2392,"C18-C20",3,78,27,37,""
2196,2393,"C18-C20",3,26,17,82,""
2197,2394,"C18-C20",3,91,46,19,"Metastasis (in liver)"
2198,1315,"C18-C20",3,40,19,29,"Metastasis (in liver)"
2199,2396,"C18-C20",3,8,3,21,"Metastasis"
2200,2397,"C18-C20",16,99,52,16,""
2201,2398,"C18",159,18,0,16,""
2202,2399,"C49",518,1,0,24,"Orbital location"
2203,2400,"C74",3,36,12,15,""
2204,2402,"C67",3,150,55,54,""
2205,2403,"C67",89,73,38,24,""
2206,2406,"C15",103,40,30,54,""
2207,2411,"C00-C14",53,69,28,36,""
2209,2412,"C47",891,36,4,16,""
2210,2413,"C15",53,95,45,36,""
2211,2414,"C42",981,351,13,29,""
2212,2414,"C77",907,34,3,29,""
2213,2414,"C42",985,3,0,29,""
2214,2414,"C42",986,29,2,29,""
2215,2414,"C42",977,32,2,29,""
2216,2414,"C77",924,22,3,29,""
2217,2415,"C06",53,24,16,4,""
2218,2405,"C62",670,54,3,85,""
2219,2409,"C00-C14",53,58,30,29,""
2220,2568,"C64-C68",89,97,42,238,"Balkan region"
2221,2414,"C42",1012,7,0,85,""
2222,2417,"C56",213,13,4,36,""
2223,2417,"C56",264,9,1,36,""
2224,2419,"C56",16,11,8,54,""
2225,2419,"C56",16,14,12,54,"exposed to chemotherapy by neo-adjuvant treatment"
2226,2420,"C56",3,83,0,19,"Stage I cases"
2227,2420,"C56",3,86,39,19,"Stage III cases"
2228,2421,"C56",16,71,57,54,"High grade cases"
2229,2421,"C56",16,13,1,54,"Low grade cases"
2230,2423,"C44",1037,75,5,16,"Low grade cases"
2231,2424,"C42",952,268,9,54,""
2232,2425,"C15",1060,137,5,36,"Lugol unstained lesion"
2233,2425,"C15",1041,10,5,36,"Lugol unstained lesion"
2234,2426,"C34",41,92,40,24,""
2235,2428,"C16",3,53,19,16,""
2236,2429,"C16",3,28,4,194,""
2237,2431,"C16",108,25,9,24,""
2238,2431,"C16",103,17,5,24,"stump carcinomas arising following gastrectomy for benign disease"
2239,2432,"C16",600,125,26,37,""
2240,2433,"C16",16,41,15,36,"Cardia"
2241,2433,"C16",16,80,20,36,"distal stomach"
2242,2434,"C71",835,5,0,54,"congenital cases"
2243,2435,"C71",835,8,3,54,"Recurrent from grade II Astrocytomas"
2244,2436,"C71",835,50,12,54,""
2245,2437,"C71",835,84,19,19,""
2246,2438,"C71",835,21,5,36,""
2247,2438,"C71",825,17,2,36,""
2248,2438,"C71",824,8,0,36,""
2249,2439,"C71",840,14,5,37,""
2250,2441,"C71",836,7,7,16,""
2251,2442,"C71",812,11,7,25,""
2253,2443,"C71",835,1,0,22,"Bihemispheric case (butterfly-like)"
2254,2444,"C42",994,5,1,8,"Blast crisis phase"
2255,2445,"C42",994,6,1,35,"Blast crisis phase"
2256,2446,"C42",981,228,17,54,""
2257,2447,"C42",981,106,16,54,""
2258,2449,"C42",981,61,15,11,""
2259,2452,"C15",1040,119,1,4,""
2260,2452,"C15",103,54,21,4,""
2261,2453,"C77",928,20,4,9,"transformed from follicular lymphoma"
2262,2453,"C77",932,20,1,9,"cases that evolved to transformed Follicular lymphoma"
2263,2454,"C77",907,62,7,36,""
2264,2455,"C77",932,58,6,54,""
2265,2456,"C42",928,113,24,242,""
2266,2457,"C22",617,21,5,11,"childhood cases"
2267,2458,"C22",137,81,27,36,""
2268,2459,"C22",137,42,7,60,""
2269,2460,"C06",53,24,9,36,""
2270,2461,"C49",500,31,10,54,""
2271,2465,"C07",604,19,6,16,""
2272,2466,"C64",215,34,0,36,""
2273,2468,"C51",53,5,2,36,"HPV positive cases"
2274,2468,"C51",53,16,11,36,"HPV negative cases"
2275,2469,"C44",70,17,7,85,""
2276,2469,"C44",53,21,15,85,""
2277,2470,"C21",53,119,5,29,""
2278,2471,"C00-C14",53,420,224,54,""
2279,2472,"C51",53,4,2,15,""
2280,2472,"C60",53,3,3,15,""
2281,2473,"C75",202,8,0,54,""
2282,2473,"C75",203,6,2,54,""
2283,2474,"C47",891,19,4,85,"NF1 cases"
2284,2475,"C00-C14",53,25,0,54,"MDM2/MDM4 expressing tumors"
2285,2476,"C73-C75",26,16,9,50,""
2286,2477,"C34",1061,19,3,6,""
2287,2478,"C22",137,50,28,6,""
2288,2481,"C22",137,83,16,36,""
2289,2482,"C22",137,25,10,8,"HCV positive patients"
2290,2483,"C00-C14",53,83,44,54,""
2291,167,"C22",137,12,3,6,"high aflatoxin area"
2292,167,"C22",137,39,4,56,""
2293,1835,"C22",137,17,2,36,"only exon 7 analyzed"
2294,1835,"C22",137,80,11,6,"only exon 7 analyzed"
2295,1835,"C22",137,42,2,37,"only exon 7 analyzed"
2296,1835,"C22",137,24,0,87,"only exon 7 analyzed"
2297,1835,"C22",137,19,2,24,"only exon 7 analyzed"
2298,1835,"C22",137,57,5,54,"only exon 7 analyzed"
2299,1316,"C34",53,16,5,16,"4/12 mutated in uranium miners and 1/4 in non-uranium miners"
2300,1316,"C34",103,11,1,16,"0/3 mutated in uranium miners and 1/8 in non-uranium miners"
2301,1316,"C34",21,1,0,16,"non-uranium miners"
2302,1316,"C34",36,1,0,16,"uranium miners"
2303,653,"C22",137,16,3,38,""
2304,2484,"C22",137,12,0,54,"Alaskan natives"
2305,2486,"C22",137,60,0,24,""
2306,2487,"C22",137,87,56,6,"only codon 249 (c.747G>T) analyzed, high HCC/ AFB1 exposure area"
2307,2487,"C22",137,20,3,6,"only codon 249 (c.747G>T) analyzed, low HCC/AFB1 exposure area"
2308,2488,"C22",617,15,0,54,""
2309,2488,"C22",137,9,0,54,""
2310,2488,"C22",630,1,0,54,""
2311,2489,"C34",103,23,0,54,"only codon 249 (c.747G>T) analyzed, uranium miners"
2312,2490,"C34",16,17,0,29,"only codon 249 (c.747G>T) analyzed, uranium miners"
2313,2491,"C22",137,181,97,6,"only codon 249 (c.747G>T) analyzed, Qidong area"
2314,2492,"C22",137,48,9,37,""
2315,2493,"C22",137,90,23,19,""
2316,2493,"C22",137,81,15,15,""
2317,2493,"C22",137,52,25,6,""
2318,2494,"C22",137,7,0,54,""
2320,2495,"C22",137,54,14,6,"Guangzhou"
2321,2496,"C22",137,29,15,70,""
2322,2497,"C34",103,15,0,16,"only codon 249 (c.747G>T) analyzed, uranium miners"
2323,2497,"C34",36,21,0,16,"only codon 249 (c.747G>T) analyzed, uranium miners"
2324,2497,"C34",53,38,2,16,"only codon 249 (c.747G>T) analyzed, uranium miners"
2325,2498,"C22",137,51,0,54,"only codon 249 (c.747G>T) analyzed"
2326,2499,"C22",137,3,1,87,"only codon 249 (c.747G>T) analyzed"
2327,2499,"C22",137,30,2,6,"only codon 249 (c.747G>T) analyzed"
2328,2499,"C22",137,15,8,39,"only codon 249 (c.747G>T) analyzed"
2329,2499,"C22",137,24,1,47,"only codon 249 (c.747G>T) analyzed"
2330,2499,"C22",137,5,0,37,"only codon 249 (c.747G>T) analyzed"
2331,2499,"C22",137,12,0,36,"only codon 249 (c.747G>T) analyzed"
2332,2499,"C22",137,27,0,54,"only codon 249 (c.747G>T) analyzed"
2333,2499,"C22",137,20,0,16,"only codon 249 (c.747G>T) analyzed"
2334,2499,"C22",137,12,0,24,"only codon 249 (c.747G>T) analyzed"
2335,2499,"C22",137,8,0,28,"only codon 249 (c.747G>T) analyzed"
2336,2499,"C22",137,4,0,43,"only codon 249 (c.747G>T) analyzed"
2337,2499,"C22",137,3,0,35,"only codon 249 (c.747G>T) analyzed"
2338,2499,"C22",137,3,0,19,"only codon 249 (c.747G>T) analyzed"
2339,2499,"C22",137,1,0,32,"only codon 249 (c.747G>T) analyzed"
2340,2500,"C22",137,3,1,239,"only codon 249 (c.747G>T) analyzed"
2341,2500,"C22",137,3,1,64,"only codon 249 (c.747G>T) analyzed"
2342,2500,"C22",137,1,0,32,"only codon 249 (c.747G>T) analyzed"
2343,2500,"C22",137,1,0,227,"only codon 249 (c.747G>T) analyzed"
2344,2500,"C22",137,7,1,8,"only codon 249 (c.747G>T) analyzed"
2345,2500,"C22",137,4,0,28,"only codon 249 (c.747G>T) analyzed"
2346,2500,"C22",137,5,0,17,"only codon 249 (c.747G>T) analyzed"
2347,2500,"C22",137,1,0,216,"only codon 249 (c.747G>T) analyzed"
2348,2500,"C22",137,2,0,16,"only codon 249 (c.747G>T) analyzed"
2349,2500,"C22",137,7,0,19,"only codon 249 (c.747G>T) analyzed"
2350,2500,"C22",137,2,0,24,"only codon 249 (c.747G>T) analyzed"
2351,2500,"C22",137,2,0,18,"only codon 249 (c.747G>T) analyzed"
2352,2500,"C22",137,17,1,29,"only codon 249 (c.747G>T) analyzed"
2353,2465,"C08",604,2,1,16,""
2354,1680,"C49",612,3,2,36,""
2355,1680,"C64",612,3,3,36,""
2356,1152,"C49",546,8,3,19,""
2357,376,"C49",531,8,6,57,""
2358,1601,"C49",531,6,4,36,""
2359,1601,"C49",532,4,1,36,""
2360,1171,"C49",532,5,5,36,""
2361,1321,"C73-C75",44,24,5,2,""
2362,1123,"C42",931,20,2,24,""
2363,1123,"C77",936,22,1,24,""
2364,374,"C42",931,15,6,19,""
2365,607,"C77",930,14,6,36,"childhood cases"
2366,135,"C77",906,21,4,54,""
2367,517,"C77",907,33,3,29,""
2368,560,"C77",924,23,2,54,""
2370,1588,"C77",922,4,2,24,""
2371,1167,"C49",567,21,9,36,"uterine LMS"
2372,1122,"C24",132,27,6,54,""
2373,1298,"C22",132,15,3,36,""
2374,2501,"C22",137,109,70,6,"only codon 249 (c.747G>T) analyzed, HBV negative cases"
2375,2501,"C22",137,392,227,6,"only codon 249 (c.747G>T) analyzed, HBV positive cases"
2376,2502,"C22",137,20,4,47,"only codon 249 (c.747G>T) analyzed, African blacks (several from Mozambique)"
2377,2503,"C22",137,74,21,3,"only codon 249 (c.747G>T) analyzed"
2378,2504,"C22",137,18,1,76,"only codon 249 (c.747G>T) analyzed"
2379,2505,"C22",137,50,18,6,"Southern Guangxi"
2380,2506,"C22",137,20,2,8,""
2381,1297,"C57",16,1,1,54,"fallopian tube"
2382,1297,"C57",16,5,4,54,"peritoneum"
2383,1297,"C53",53,1,0,54,""
2384,2507,"C22",137,36,6,50,"only codon 249 (c.747G>T) analyzed"
2385,2508,"C22",137,52,10,6,"Shangai region"
2386,2509,"C22",137,21,7,6,"Tongan region"
2387,2511,"C22",137,17,0,25,""
2388,2517,"C22",137,156,40,29,""
2389,2517,"C22",137,14,10,29,"Hemochromatosis patients"
2390,1339,"C22",137,21,3,32,""
2391,356,"C74",256,7,2,85,"Metastatic cases"
2392,356,"C74",622,1,1,85,""
2393,2417,"C56",1059,7,0,36,"solitary cases"
2394,2417,"C56",1059,6,4,36,"carcinoma associated cases"
2395,2010,"C34",103,25,16,15,""
2396,2010,"C34",21,10,4,15,""
2397,2010,"C34",170,1,0,15,""
2398,1582,"C71",821,1,1,85,""
2399,1441,"C42",952,1,1,19,""
2400,1255,"C34",41,24,8,10,""
2401,2211,"C50",340,36,6,54,""
2402,2524,"C71",835,105,35,85,""
2403,2642,"C71",835,282,84,54,""
2404,2526,"C64",213,96,1,242,""
2405,2527,"C42",993,1,0,54,""
2406,2530,"C77",928,44,7,54,""
2407,2536,"C77",926,16,1,15,""
2408,2538,"C71",825,23,11,16,""
2409,2547,"C50",16,107,23,21,""
2410,2548,"C50",16,414,68,6,""
2411,1367,"C67",89,137,59,16,""
2412,2549,"C67",3,13,8,16,"non-invasive cases with tumor progression"
2413,2549,"C67",89,27,15,16,"T1 cases"
2414,2550,"C54",264,104,21,36,""
2415,2551,"C50",3,202,65,27,""
2416,2552,"C50",16,51,15,54,""
2417,2553,"C25",103,50,44,54,"Non-smokers"
2418,2554,"C50",16,68,23,54,""
2419,2555,"C50",16,21,11,19,"BRCA1 carriers"
2420,2555,"C50",16,13,2,19,"BRCA2 carriers"
2421,2555,"C50",16,22,2,19,"Sporadic cases"
2422,2556,"C50",16,24,6,82,"synchronous bilateral BC"
2423,2556,"C50",16,38,3,82,"metachronous bilateral BC"
2424,2556,"C50",16,50,11,82,"Unilateral BC"
2425,2557,"C50",16,35,33,15,"BRCA1 basal-like cases"
2426,2557,"C50",16,38,34,15,"sporadic basal-like cases"
2427,2557,"C50",16,19,10,15,"BRCA1 luminal cases"
2428,2558,"C50",15,32,5,25,""
2429,2558,"C50",340,86,14,25,""
2430,2560,"C50",3,859,128,54,""
2431,2561,"C50",16,4,0,19,"juvenile cases (<21 yo)"
2432,2562,"C50",3,22,21,27,"BRCA1 carriers"
2434,2553,"C25",103,64,50,54,"Smokers"
2435,920,"C22",617,3,1,54,"only codon 249 (c.747G>T) analyzed"
2436,2564,"C50",366,1,1,54,""
2437,2565,"C42",993,1,0,54,""
2438,2566,"C50",16,1,0,242,"lobular BC (metastatic)"
2439,1279,"C50",647,1,1,27,""
2440,2569,"C64-C68",89,151,84,50,""
2442,2585,"C06",53,60,42,36,""
2443,2586,"C60",53,26,4,36,""
2444,2587,"C17",100,31,0,54,"Sporadic cases"
2445,2587,"C17",100,12,0,54,"FAP cases"
2446,2588,"C61",16,103,5,24,""
2447,2589,"C51",62,32,2,16,""
2448,2589,"C51",53,28,4,16,""
2449,2590,"C67",622,17,5,85,""
2450,2591,"C71",843,42,5,26,""
2451,2592,"C61",16,126,33,16,""
2452,2593,"C11",16,73,10,36,""
2453,2594,"C75",16,1,1,36,""
2454,2595,"C47",854,40,0,35,""
2455,2596,"C71",824,41,28,27,""
2456,2596,"C71",825,10,10,27,""
2457,2596,"C71",835,18,13,27,""
2458,2597,"C47",891,2,1,10,""
2459,2598,"C47",891,23,5,27,"NF1 cases"
2460,2598,"C47",891,49,13,27,""
2461,2599,"C07",602,14,0,10,""
2462,2599,"C07",604,11,0,10,""
2463,2602,"C25",177,100,3,54,""
2464,2603,"C71",843,89,5,54,""
2465,2604,"C56",213,8,1,54,""
2466,2605,"C64",213,7,0,242,""
2467,2606,"C67",36,1,1,16,"SCC with transitional cell carcinoma in situ"
2468,2607,"C67",16,4,1,54,"Cancer following augmentation cystoplasty"
2469,2608,"C31",16,2,0,19,""
2470,2609,"C61",36,1,1,54,""
2471,2610,"C16",690,2,1,36,""
2472,2612,"C16",16,81,29,36,""
2473,2613,"C71",840,16,2,85,"Argentina and Spain"
2474,2613,"C71",841,3,0,85,"Argentina and Spain"
2475,2613,"C71",814,10,0,85,"Argentina and Spain"
2476,2614,"C71",835,32,10,22,"Primary cancers"
2477,2616,"C68",91,20,0,85,""
2478,2617,"C75",201,1,0,19,""
2479,2618,"C75",202,1,1,3,""
2480,2619,"C67",16,90,44,52,""
2481,2620,"C67",89,104,17,13,""
2482,2620,"C67",53,1,1,13,""
2483,2620,"C67",103,1,0,13,""
2484,2621,"C64",215,39,7,81,""
2485,2622,"C49",553,24,4,54,""
2486,2623,"C42",960,34,1,54,""
2487,2624,"C67",1062,31,9,242,""
2488,2625,"C67",16,83,20,25,"FGFR3 mutated"
2489,2621,"C64",213,39,3,22,""
2490,2621,"C64",213,42,2,82,""
2491,2621,"C64",215,216,7,58,""
2492,2621,"C64",30,1,0,58,""
2493,2621,"C64",44,1,0,58,""
2494,2621,"C64",43,1,0,58,""
2495,2621,"C64",103,6,0,58,""
2496,2621,"C64",190,1,0,58,""
2497,2621,"C64",222,1,0,58,""
2498,2621,"C64",213,14,0,58,""
2499,2621,"C64",225,1,0,58,""
2500,2621,"C64",698,1,0,58,""
2501,2626,"C74",256,51,9,15,"Adult cases"
2502,2627,"C51",62,10,6,85,""
2503,2627,"C51",53,5,4,85,""
2504,2628,"C61",17,6,2,54,""
2505,2629,"C50",16,59,11,54,"HER2+"
2506,2629,"C50",16,65,6,54,"ER+,PR+"
2507,2629,"C50",16,59,19,54,"ER-/PR-/HER2-"
2508,2629,"C34",103,57,19,54,""
2509,2629,"C34",36,5,2,54,""
2510,2629,"C34",53,63,26,54,""
2511,2629,"C34",16,9,4,54,""
2512,2629,"C56",16,58,32,54,""
2513,2629,"C25",16,8,2,54,""
2514,2629,"C61",16,58,2,54,""
2515,2601,"C06",53,12,6,3,""
2516,2601,"C02",53,6,3,3,""
2517,2601,"C04",53,12,5,3,""
2518,2601,"C10",53,47,25,3,""
2519,2601,"C13",53,21,14,3,""
2520,2601,"C00-C14",53,7,4,3,""
2521,2601,"C32",53,33,22,3,""
2522,2601,"C15",53,34,27,3,""
2523,2601,"C06",53,7,4,59,""
2524,2601,"C02",53,3,2,59,""
2525,2601,"C04",53,1,0,59,""
2526,2601,"C10",53,6,1,59,""
2527,2601,"C13",53,2,1,59,""
2528,2601,"C32",53,12,0,59,""
2529,2601,"C00-C14",53,3,0,59,""
2530,2631,"C15",53,110,38,3,""
2531,2632,"C15",53,28,11,73,""
2532,2630,"C50",103,520,90,242,"Node-positive primary breast cancers"
2533,2633,"C06",53,38,29,249,""
2534,2633,"C32",53,15,9,249,""
2535,2633,"C30",53,2,1,249,""
2536,2633,"C10",53,11,3,249,""
2537,2633,"C13",53,8,4,249,""
2538,2634,"C00-C14",53,32,22,54,""
2539,2625,"C67",16,138,56,25,"FGFR3 non_mutated"
2540,2600,"C31",16,358,277,9,""
2541,2635,"C22",137,30,3,54,"HCV cases"
2542,2635,"C22",137,3,1,27,"HCV cases"
2543,2635,"C22",137,5,1,27,"HBV cases"
2544,2635,"C22",137,40,6,54,""
2545,2635,"C22",137,61,28,6,""
2546,2636,"C67",89,115,24,15,""
2547,2637,"C67",89,119,78,24,""
2549,2567,"C56",304,316,299,85,""
2552,2640,"C74",256,30,1,16,""
2553,2641,"C56",304,126,119,1,"High grade cases"
2554,2641,"C56",304,4,2,1,"Low grade cases"
2555,2641,"C56",304,15,13,1,"Early stage cases"
2556,358,"C74",450,6,5,50,""
2557,1101,"C51-C58",622,9,9,54,""

2,387 rows selected. 

